S.No,InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),UnitPrice,Discount,SalePrice
7936,59494,42389.20611,United States,2194,US12,Male,9,169,0,169
7937,59495,42389.21611,United States,2183,US15,Male,10,139,0.2,111.2
7938,59496,42389.25611,United States,2158,US15,Male,10,129,0.1,116.1
7939,59497,42389.31611,Canada,2235,CAN6,Male,9.5,199,0,199
7940,59498,42389.33611,United Kingdom,2188,UK1,Male,10,139,0,139
7941,59499,42389.43611,Canada,2207,CAN6,Female,9,189,0,189
7942,59500,42389.54611,Germany,2173,GER1,Female,8.5,149,0.2,119.2
7943,59501,42389.64611,United States,2189,US14,Male,10,129,0,129
7944,59502,42389.65611,Canada,2217,CAN7,Male,9,199,0,199
7945,59503,42389.67611,Germany,2237,GER2,Female,8,129,0.2,103.2
7946,59504,42389.69611,Germany,2173,GER1,Male,9.5,179,0,179
7947,59504,42389.69611,Germany,2202,GER1,Male,10.5,179,0.1,161.1
7948,59505,42389.96611,United States,2167,US10,Male,11.5,139,0.1,125.1
7949,59506,42390.03611,Germany,2202,GER2,Female,9,199,0.5,99.5
7950,59507,42390.14611,Germany,2217,GER2,Male,9,149,0.2,119.2
7951,59508,42390.16611,Germany,2150,GER2,Male,10,179,0.5,89.5
7952,59509,42390.16611,Canada,2156,CAN2,Male,8,149,0,149
7953,59510,42390.21611,United States,2202,US15,Male,11,159,0,159
7954,59511,42390.24611,United States,2161,US3,Male,9.5,189,0.3,132.3
7955,59512,42390.24611,Germany,2199,GER2,Female,8,169,0.3,118.3
7956,59513,42390.25611,Germany,2236,GER2,Female,8.5,179,0,179
7957,59514,42390.47611,United States,2198,US12,Female,8,189,0,189
7958,59515,42390.52611,United States,2175,US14,Male,6.5,139,0,139
7959,59516,42390.63611,United Kingdom,2162,UK3,Male,10.5,189,0,189
7960,59517,42390.63611,Germany,2195,GER2,Male,9.5,129,0.2,103.2
7961,59518,42390.64611,Canada,2207,CAN6,Female,9,189,0,189
7962,59519,42390.65611,Germany,2192,GER2,Female,6.5,169,0.2,135.2
7963,59520,42390.67611,Germany,2226,GER2,Male,9.5,139,0,139
7964,59521,42390.85611,Germany,2159,GER1,Male,9,149,0,149
7965,59522,42390.88611,Germany,2178,GER2,Female,8,129,0,129
7966,59523,42390.96611,United States,2224,US3,Female,9,179,0,179
7967,59524,42390.96611,United States,2199,US15,Male,9.5,149,0.1,134.1
7968,59525,42391.16611,United Kingdom,2158,UK4,Female,8,159,0.5,79.5
7969,59526,42391.20611,United States,2221,US13,Female,6.5,179,0.2,143.2
7970,59527,42391.22611,Canada,2214,CAN5,Female,7.5,199,0,199
7971,59528,42391.24611,United States,2165,US9,Male,9.5,179,0,179
7972,59529,42391.24611,Germany,2210,GER2,Female,9,149,0,149
7973,59530,42391.31611,Canada,2212,CAN2,Female,7.5,149,0,149
7974,59531,42391.35611,United Kingdom,2207,UK5,Male,8,129,0,129
7975,59532,42391.37611,United States,2219,US14,Male,9.5,179,0.2,143.2
7976,59532,42391.37611,United States,2209,US14,Male,8,169,0.5,84.5
7977,59533,42391.52611,United States,2173,US14,Male,10.5,179,0.3,125.3
7978,59534,42391.58611,United States,2242,US14,Female,8,189,0,189
7979,59535,42391.63611,United States,2227,US12,Female,9,199,0,199
7980,59536,42391.63611,Germany,2175,GER1,Male,9,159,0,159
7981,59537,42391.64611,Canada,2194,CAN3,Female,9,179,0,179
7982,59538,42391.67611,Germany,2188,GER1,Male,6.5,149,0.1,134.1
7983,59539,42391.74611,United States,2147,US6,Male,9.5,199,0,199
7984,59540,42391.74611,United Kingdom,2156,UK2,Male,11.5,159,0,159
7985,59541,42391.74611,United States,2239,US14,Female,9,129,0,129
7986,59542,42391.74611,United Kingdom,2183,UK5,Female,8,189,0,189
7987,59543,42391.87611,Germany,2212,GER1,Male,8,169,0.1,152.1
7988,59544,42391.96611,United States,2187,US15,Male,10,189,0.5,94.5
7989,59544,42391.96611,United States,2222,US6,Male,9.5,159,0,159
7990,59545,42392.09611,United States,2184,US10,Female,6.5,199,0.2,159.2
7991,59546,42392.14611,Germany,2234,GER2,Male,10,139,0.3,97.3
7992,59547,42392.20611,United States,2219,US13,Female,6.5,199,0,199
7993,59548,42392.22611,Canada,2228,CAN7,Female,7.5,169,0,169
7994,59549,42392.24611,Germany,2222,GER1,Female,9.5,139,0.2,111.2
7995,59550,42392.37611,United States,2175,US14,Male,6.5,139,0,139
7996,59550,42392.37611,United States,2209,US14,Male,8,169,0.5,84.5
7997,59551,42392.52611,United States,2176,US14,Male,10.5,139,0.5,69.5
7998,59552,42392.58611,United States,2153,US1,Female,8.5,199,0.5,99.5
7999,59553,42392.63611,United Kingdom,2206,UK4,Female,7.5,149,0,149
8000,59553,42392.63611,United Kingdom,2186,UK5,Male,9,179,0,179
8001,59554,42392.65611,Canada,2206,CAN1,Female,7.5,149,0,149
8002,59555,42392.71611,United States,2207,US12,Male,9.5,129,0.1,116.1
8003,59556,42392.74611,United Kingdom,2170,UK4,Male,9,169,0,169
8004,59556,42392.74611,United Kingdom,2155,UK5,Female,9.5,169,0,169
8005,59557,42392.74611,United States,2230,US14,Female,9,129,0.2,103.2
8006,59558,42392.74611,Germany,2185,GER1,Male,9.5,189,0,189
8007,59559,42393.11611,United States,2238,US12,Male,9,129,0,129
8008,59560,42393.12611,United Kingdom,2153,UK1,Male,10.5,129,0.1,116.1
8009,59561,42393.17611,United States,2204,US15,Female,9.5,169,0.1,152.1
8010,59562,42393.22611,Canada,2231,CAN5,Male,10.5,179,0,179
8011,59563,42393.35611,Germany,2227,GER3,Female,9,169,0,169
8012,59564,42393.42611,United States,2190,US13,Male,8.5,159,0,159
8013,59565,42393.58611,Germany,2226,GER2,Male,10,169,0,169
8014,59566,42393.58611,United States,2147,US14,Male,6.5,199,0.3,139.3
8015,59567,42393.65611,Canada,2172,CAN3,Female,7.5,139,0,139
8016,59568,42393.74611,United Kingdom,2189,UK5,Female,8,169,0.1,152.1
8017,59568,42393.74611,United Kingdom,2162,UK3,Male,10.5,189,0,189
8018,59568,42393.74611,United Kingdom,2147,UK4,Male,8.5,169,0.1,152.1
8019,59568,42393.74611,United Kingdom,2151,UK2,Female,9.5,139,0,139
8020,59569,42393.83611,United States,2179,US7,Female,8,139,0,139
8021,59570,42393.88611,United States,2203,US12,Male,7.5,129,0,129
8022,59571,42393.97611,United States,2166,US4,Male,8.5,149,0.2,119.2
8023,59572,42393.97611,Germany,2169,GER1,Male,9.5,179,0,179
8024,59573,42393.98611,Germany,2238,GER1,Male,8.5,169,0.1,152.1
8025,59574,42394.12611,United Kingdom,2184,UK5,Male,9,169,0.3,118.3
8026,59575,42394.17611,United States,2214,US15,Female,9.5,149,0.5,74.5
8027,59576,42394.27611,Germany,2219,GER2,Female,8,169,0,169
8028,59577,42394.42611,Germany,2201,GER1,Female,8.5,199,0,199
8029,59578,42394.58611,United States,2202,US9,Male,11,179,0.5,89.5
8030,59579,42394.58611,United States,2209,US14,Male,8,169,0.5,84.5
8031,59580,42394.65611,Canada,2158,CAN6,Female,7.5,159,0,159
8032,59581,42394.88611,United Kingdom,2202,UK1,Female,8.5,139,0,139
8033,59582,42394.88611,United States,2170,US12,Male,9,139,0.3,97.3
8034,59583,42394.97611,United States,2235,US1,Male,9.5,169,0.3,118.3
8035,59584,42394.97611,Germany,2188,GER1,Male,11.5,179,0,179
8036,59584,42394.97611,Germany,2169,GER1,Male,9.5,179,0,179
8037,59585,42394.98611,Germany,2177,GER1,Male,10.5,199,0,199
8038,59585,42394.98611,Germany,2225,GER2,Male,8.5,179,0,179
8039,59586,42395.03611,United Kingdom,2216,UK5,Male,15,159,0.2,127.2
8040,59587,42395.11611,United States,2154,US5,Male,11.5,129,0.3,90.3
8041,59588,42395.11611,United Kingdom,2157,UK1,Female,7.5,149,0.2,119.2
8042,59589,42395.12611,United Kingdom,2187,UK3,Male,10,189,0.5,94.5
8043,59590,42395.17611,United States,2149,US13,Male,10.5,139,0.3,97.3
8044,59591,42395.26611,Canada,2159,CAN7,Female,9,169,0,169
8045,59592,42395.30611,Canada,2150,CAN1,Male,10,199,0.5,99.5
8046,59592,42395.30611,Canada,2147,CAN7,Female,7.5,159,0,159
8047,59593,42395.42611,United States,2241,US13,Male,6,199,0.5,99.5
8048,59594,42395.58611,United States,2198,US12,Male,9.5,199,0,199
8049,59595,42395.71611,United States,2199,US15,Male,9.5,149,0.1,134.1
8050,59596,42395.85611,Germany,2163,GER1,Female,8,169,0,169
8051,59597,42395.88611,United States,2170,US12,Male,9,139,0.3,97.3
8052,59598,42395.97611,United States,2190,US13,Male,10,149,0,149
8053,59599,42395.97611,Germany,2218,GER3,Male,10,149,0,149
8054,59600,42395.98611,Germany,2177,GER1,Male,10.5,199,0,199
8055,59601,42396.00611,Canada,2198,CAN2,Male,11.5,189,0.3,132.3
8056,59602,42396.03611,United Kingdom,2156,UK2,Male,11.5,159,0,159
8057,59603,42396.04611,United States,2167,US15,Male,9,139,0.1,125.1
8058,59604,42396.19611,Germany,2182,GER2,Male,9,199,0.1,179.1
8059,59605,42396.30611,Canada,2214,CAN1,Male,8.5,159,0,159
8060,59605,42396.30611,Canada,2150,CAN1,Male,10,199,0.5,99.5
8061,59606,42396.57611,Germany,2234,GER1,Male,14,169,0,169
8062,59607,42396.58611,Canada,2230,CAN7,Female,10.5,169,0,169
8063,59608,42396.63611,United States,2218,US4,Male,9,149,0,149
8064,59609,42396.67611,United Kingdom,2190,UK2,Male,9,179,0,179
8065,59610,42396.73611,Germany,2179,GER1,Male,9.5,199,0,199
8066,59611,42396.85611,Germany,2237,GER2,Female,8,129,0.2,103.2
8067,59612,42396.95611,Canada,2229,CAN7,Female,5,159,0,159
8068,59613,42397.03611,Canada,2175,CAN7,Female,7.5,179,0,179
8069,59614,42397.03611,United Kingdom,2170,UK4,Male,9,169,0,169
8070,59615,42397.04611,Canada,2219,CAN6,Male,9,169,0,169
8071,59616,42397.11611,Germany,2167,GER3,Male,12,159,0,159
8072,59617,42397.26611,Germany,2155,GER2,Male,9,129,0,129
8073,59618,42397.30611,Canada,2161,CAN7,Male,9.5,189,0.1,170.1
8074,59618,42397.30611,Canada,2214,CAN1,Male,8.5,159,0,159
8075,59619,42397.33611,United Kingdom,2157,UK1,Female,7.5,149,0.2,119.2
8076,59620,42397.53611,Canada,2201,CAN6,Female,9,199,0,199
8077,59621,42397.55611,United States,2169,US12,Female,7,169,0,169
8078,59622,42397.56611,Germany,2147,GER2,Female,8.5,129,0.3,90.3
8079,59622,42397.56611,Germany,2184,GER2,Female,8.5,179,0.5,89.5
8080,59623,42397.63611,United States,2238,US12,Male,9,129,0,129
8081,59624,42397.66611,United Kingdom,2168,UK1,Male,10,159,0.1,143.1
8082,59625,42397.67611,United Kingdom,2153,UK1,Male,10.5,129,0.1,116.1
8083,59626,42397.73611,United States,2175,US13,Female,8,139,0.2,111.2
8084,59627,42397.85611,Germany,2226,GER2,Male,9.5,139,0,139
8085,59628,42397.90611,Germany,2236,GER3,Female,9.5,179,0.2,143.2
8086,59629,42397.95611,Canada,2169,CAN5,Female,5,159,0,159
8087,59630,42398.03611,Canada,2147,CAN7,Female,7.5,159,0,159
8088,59631,42398.04611,United States,2158,US15,Male,10,129,0.1,116.1
8089,59632,42398.11611,Germany,2160,GER1,Male,9,149,0,149
8090,59633,42398.26611,Germany,2157,GER2,Male,10.5,139,0.1,125.1
8091,59634,42398.50611,Germany,2158,GER2,Male,8,179,0.2,143.2
8092,59635,42398.52611,United States,2196,US5,Male,10,189,0,189
8093,59636,42398.54611,United States,2155,US12,Male,10.5,169,0,169
8094,59637,42398.56611,Germany,2147,GER2,Female,8.5,129,0.3,90.3
8095,59638,42398.56611,United States,2204,US13,Male,11,129,0,129
8096,59639,42398.66611,United Kingdom,2229,UK4,Male,7,169,0,169
8097,59640,42398.67611,United Kingdom,2184,UK5,Male,9,169,0.3,118.3
8098,59641,42398.73611,United States,2163,US13,Female,8,159,0.5,79.5
8099,59642,42398.75611,Germany,2157,GER2,Female,9,129,0,129
8100,59643,42398.82611,United States,2151,US13,Female,8.5,199,0.5,99.5
8101,59644,42398.90611,United States,2178,US8,Male,9.5,159,0.1,143.1
8102,59645,42399.03611,Canada,2150,CAN1,Male,10,199,0.5,99.5
8103,59646,42399.11611,Germany,2240,GER1,Male,8,179,0,179
8104,59647,42399.26611,United States,2240,US10,Female,7.5,179,0.2,143.2
8105,59648,42399.33611,United States,2161,US14,Male,8,199,0.1,179.1
8106,59649,42399.45611,United Kingdom,2179,UK4,Male,9,129,0.2,103.2
8107,59650,42399.50611,Germany,2182,GER2,Male,9,199,0.1,179.1
8108,59651,42399.52611,United States,2148,US12,Female,11.5,169,0.1,152.1
8109,59652,42399.53611,Canada,2215,CAN3,Female,9,179,0.3,125.3
8110,59653,42399.54611,United Kingdom,2231,UK3,Female,8.5,179,0,179
8111,59654,42399.55611,United States,2224,US12,Female,7,199,0,199
8112,59654,42399.55611,United States,2242,US15,Female,8.5,139,0.2,111.2
8113,59655,42399.56611,United States,2190,US13,Male,8.5,159,0,159
8114,59655,42399.56611,United States,2204,US13,Male,11,129,0,129
8115,59656,42399.64611,United States,2152,US15,Male,10.5,129,0,129
8116,59657,42399.66611,Canada,2170,CAN6,Female,9,179,0,179
8117,59658,42399.82611,United States,2177,US13,Female,8.5,169,0,169
8118,59659,42399.88611,Canada,2217,CAN6,Female,8.5,159,0,159
8119,59660,42399.89611,Germany,2242,GER3,Male,9,179,0.1,161.1
8120,59661,42399.90611,Germany,2222,GER1,Female,9.5,179,0.3,125.3
8121,59662,42399.92611,Canada,2182,CAN5,Female,8,139,0,139
8122,59663,42399.94611,Germany,2182,GER2,Male,8.5,159,0.1,143.1
8123,59664,42400.11611,Germany,2170,GER2,Female,8,139,0,139
8124,59665,42400.11611,United States,2162,US3,Female,12,139,0,139
8125,59666,42400.33611,Germany,2216,GER1,Female,9.5,159,0.2,127.2
8126,59667,42400.37611,Germany,2148,GER1,Female,8.5,199,0.5,99.5
8127,59668,42400.50611,Germany,2209,GER1,Male,11.5,129,0,129
8128,59669,42400.52611,Germany,2217,GER3,Female,8.5,149,0.5,74.5
8129,59670,42400.52611,United States,2171,US15,Female,11.5,149,0.3,104.3
8130,59671,42400.53611,United States,2231,US14,Male,9,149,0,149
8131,59672,42400.54611,United States,2203,US12,Male,7.5,129,0,129
8132,59673,42400.55611,United States,2153,US1,Female,8.5,199,0.5,99.5
8133,59674,42400.55611,Germany,2167,GER3,Male,10,199,0,199
8134,59674,42400.55611,Germany,2164,GER3,Male,13,189,0,189
8135,59675,42400.73611,United States,2171,US9,Male,10.5,149,0,149
8136,59676,42400.75611,United Kingdom,2153,UK1,Male,10.5,129,0.1,116.1
8137,59677,42400.82611,United States,2212,US13,Female,8.5,169,0,169
8138,59678,42400.92611,Canada,2168,CAN3,Female,8,169,0.5,84.5
8139,59679,42400.94611,Germany,2168,GER2,Female,7.5,169,0,169
8140,59680,42400.98611,United States,2200,US12,Female,10.5,189,0,189
8141,59681,42401.03611,United States,2163,US13,Female,10,129,0,129
8142,59682,42401.03611,United Kingdom,2184,UK5,Male,10.5,169,0,169
8143,59683,42401.03611,Germany,2192,GER1,Male,9.5,159,0,159
8144,59684,42401.03611,United States,2197,US11,Female,8,149,0,149
8145,59684,42401.03611,United States,2220,US9,Female,8,189,0,189
8146,59685,42401.31611,United States,2186,US13,Male,9.5,169,0,169
8147,59686,42401.33611,Germany,2203,GER1,Female,9.5,139,0.1,125.1
8148,59687,42401.39611,Canada,2202,CAN3,Male,12,199,0.5,99.5
8149,59688,42401.39611,United States,2175,US15,Male,9.5,179,0,179
8150,59689,42401.39611,Germany,2175,GER1,Female,8.5,179,0.1,161.1
8151,59690,42401.51611,Germany,2226,GER2,Male,9.5,149,0,149
8152,59691,42401.52611,United States,2233,US13,Male,8.5,179,0,179
8153,59691,42401.52611,United States,2203,US13,Female,10.5,159,0,159
8154,59692,42401.53611,Canada,2196,CAN3,Female,9,199,0,199
8155,59693,42401.64611,United States,2167,US15,Male,9,139,0.1,125.1
8156,59694,42401.74611,Germany,2189,GER3,Male,10,189,0,189
8157,59695,42401.88611,Canada,2190,CAN3,Female,8.5,129,0.5,64.5
8158,59696,42401.92611,Canada,2228,CAN1,Female,8,159,0,159
8159,59697,42401.98611,United States,2175,US12,Female,10.5,189,0,189
8160,59698,42402.03611,United States,2165,US13,Female,9,169,0.1,152.1
8161,59698,42402.03611,United States,2219,US2,Male,10,159,0.5,79.5
8162,59699,42402.03611,Germany,2179,GER1,Male,9.5,199,0,199
8163,59700,42402.29611,Germany,2148,GER3,Male,10,139,0,139
8164,59701,42402.32611,Canada,2169,CAN1,Male,8.5,179,0.3,125.3
8165,59702,42402.33611,United States,2239,US14,Male,9,179,0,179
8166,59703,42402.39611,Canada,2155,CAN2,Male,14,169,0,169
8167,59704,42402.51611,United States,2161,US15,Female,7.5,139,0,139
8168,59705,42402.52611,Germany,2238,GER2,Female,8.5,149,0,149
8169,59706,42402.52611,United States,2172,US15,Female,10.5,159,0,159
8170,59707,42402.72611,Canada,2196,CAN6,Male,10.5,129,0,129
8171,59708,42402.74611,Germany,2161,GER2,Male,9.5,149,0.1,134.1
8172,59708,42402.74611,Germany,2156,GER1,Male,9.5,139,0.5,69.5
8173,59709,42402.76611,Canada,2239,CAN6,Male,9,199,0.1,179.1
8174,59710,42402.79611,United States,2205,US6,Female,10,139,0.3,97.3
8175,59711,42402.89611,United States,2192,US15,Female,10,139,0,139
8176,59712,42402.97611,Germany,2158,GER3,Male,9.5,139,0.5,69.5
8177,59713,42402.98611,United States,2198,US2,Male,9.5,139,0.5,69.5
8178,59714,42403.02611,Germany,2234,GER1,Male,14,169,0,169
8179,59715,42403.02611,United States,2219,US14,Female,8,139,0.5,69.5
8180,59716,42403.03611,United States,2175,US13,Female,8,139,0.2,111.2
8181,59716,42403.03611,United States,2148,US13,Female,9,149,0,149
8182,59716,42403.03611,United States,2212,US13,Female,10,129,0,129
8183,59717,42403.03611,Germany,2182,GER2,Male,9,199,0.1,179.1
8184,59718,42403.04611,United States,2216,US13,Female,8.5,169,0.1,152.1
8185,59718,42403.04611,United States,2217,US1,Female,10,199,0,199
8186,59719,42403.08611,Canada,2204,CAN7,Male,8,169,0.3,118.3
8187,59719,42403.08611,Canada,2217,CAN7,Male,9.5,159,0.5,79.5
8188,59719,42403.08611,Canada,2204,CAN1,Female,7.5,149,0,149
8189,59720,42403.18611,Canada,2211,CAN2,Male,10,169,0.5,84.5
8190,59721,42403.29611,Germany,2224,GER1,Female,8,169,0.3,118.3
8191,59722,42403.39611,Canada,2195,CAN2,Male,10,159,0.3,111.3
8192,59723,42403.39611,United States,2152,US15,Male,10.5,129,0,129
8193,59724,42403.48611,Canada,2213,CAN6,Male,9,199,0.5,99.5
8194,59725,42403.51611,Germany,2172,GER3,Male,9.5,149,0.3,104.3
8195,59726,42403.52611,United States,2172,US10,Female,8,169,0.2,135.2
8196,59727,42403.60611,Canada,2152,CAN2,Female,9,179,0.2,143.2
8197,59728,42403.60611,United States,2165,US14,Male,9.5,179,0.3,125.3
8198,59729,42403.68611,United States,2198,US12,Male,11,139,0,139
8199,59730,42403.72611,Canada,2202,CAN3,Male,12,199,0.5,99.5
8200,59731,42403.76611,United States,2207,US5,Male,10,149,0.5,74.5
8201,59731,42403.76611,United States,2192,US6,Female,11,139,0.3,97.3
8202,59732,42403.89611,United States,2165,US13,Male,10,149,0,149
8203,59732,42403.89611,United States,2181,US15,Female,11.5,189,0,189
8204,59733,42403.98611,United States,2166,US4,Male,8.5,149,0.2,119.2
8205,59734,42404.02611,United States,2226,US14,Female,8,179,0,179
8206,59735,42404.08611,Canada,2196,CAN6,Male,10.5,129,0,129
8207,59735,42404.08611,Canada,2204,CAN7,Male,8,169,0.3,118.3
8208,59735,42404.08611,Canada,2217,CAN7,Male,9.5,159,0.5,79.5
8209,59736,42404.29611,Germany,2240,GER2,Male,6,179,0,179
8210,59737,42404.33611,Germany,2184,GER2,Female,8.5,159,0,159
8211,59738,42404.33611,United States,2235,US13,Female,8,159,0.1,143.1
8212,59739,42404.33611,Canada,2159,CAN7,Female,9,169,0,169
8213,59740,42404.60611,United States,2190,US14,Male,10,179,0.3,125.3
8214,59741,42404.72611,Canada,2155,CAN2,Male,14,169,0,169
8215,59742,42404.75611,United States,2155,US12,Male,10.5,169,0,169
8216,59743,42404.76611,United States,2198,US2,Male,9.5,139,0.5,69.5
8217,59743,42404.76611,United States,2207,US5,Male,10,149,0.5,74.5
8218,59744,42404.79611,United States,2190,US9,Male,9,129,0,129
8219,59745,42404.88611,Germany,2184,GER2,Female,8,169,0.1,152.1
8220,59746,42404.89611,Germany,2236,GER2,Female,10,199,0,199
8221,59747,42404.91611,United Kingdom,2175,UK1,Female,8,139,0,139
8222,59748,42404.93611,United States,2148,US13,Male,13,179,0,179
8223,59749,42404.94611,Germany,2160,GER2,Male,11.5,129,0.2,103.2
8224,59750,42404.97611,Germany,2225,GER1,Male,11,149,0,149
8225,59751,42404.98611,United States,2235,US1,Male,9.5,169,0.3,118.3
8226,59752,42405.04611,United States,2171,US9,Male,10.5,149,0,149
8227,59753,42405.08611,Canada,2202,CAN3,Male,12,199,0.5,99.5
8228,59753,42405.08611,Canada,2196,CAN6,Male,10.5,129,0,129
8229,59753,42405.08611,Canada,2204,CAN7,Male,8,169,0.3,118.3
8230,59754,42405.33611,United States,2209,US13,Male,10,139,0.1,125.1
8231,59755,42405.33611,Germany,2229,GER2,Male,10.5,129,0,129
8232,59756,42405.53611,Germany,2218,GER1,Female,8.5,199,0.5,99.5
8233,59757,42405.60611,United States,2155,US14,Male,11.5,149,0,149
8234,59757,42405.60611,United States,2190,US14,Male,10,179,0.3,125.3
8235,59758,42405.61611,Canada,2217,CAN5,Male,7,199,0,199
8236,59759,42405.63611,United States,2217,US5,Female,8,129,0.2,103.2
8237,59760,42405.66611,Germany,2165,GER3,Male,11.5,159,0,159
8238,59761,42405.76611,United States,2166,US4,Male,8.5,149,0.2,119.2
8239,59761,42405.76611,United States,2198,US2,Male,9.5,139,0.5,69.5
8240,59762,42405.79611,United States,2151,US10,Male,9.5,169,0,169
8241,59763,42405.88611,Canada,2181,CAN1,Female,7.5,189,0.5,94.5
8242,59764,42405.88611,Germany,2234,GER1,Male,14,169,0,169
8243,59765,42405.90611,Canada,2199,CAN6,Female,9,189,0.5,94.5
8244,59766,42405.90611,United States,2223,US12,Female,6.5,129,0,129
8245,59767,42405.93611,United States,2183,US13,Male,6.5,129,0,129
8246,59768,42406.33611,United States,2189,US13,Female,8,139,0,139
8247,59768,42406.33611,United States,2222,US13,Male,11,139,0.3,97.3
8248,59769,42406.46611,Canada,2228,CAN6,Female,6,169,0.2,135.2
8249,59770,42406.53611,Germany,2185,GER3,Female,8.5,159,0,159
8250,59771,42406.58611,Germany,2159,GER1,Female,8,199,0,199
8251,59771,42406.58611,Germany,2241,GER2,Female,8,129,0,129
8252,59772,42406.60611,United States,2226,US15,Female,8,189,0.3,132.3
8253,59773,42406.63611,United States,2165,US14,Male,9.5,179,0.3,125.3
8254,59774,42406.65611,United Kingdom,2173,UK3,Female,8.5,179,0.2,143.2
8255,59775,42406.66611,Germany,2182,GER2,Male,8.5,159,0.1,143.1
8256,59776,42406.77611,Germany,2205,GER1,Female,7.5,149,0.1,134.1
8257,59777,42406.79611,Canada,2202,CAN3,Female,10.5,159,0.1,143.1
8258,59778,42406.88611,Canada,2204,CAN1,Female,7.5,149,0,149
8259,59779,42406.90611,Canada,2218,CAN3,Male,10.5,179,0,179
8260,59780,42406.91611,United Kingdom,2198,UK5,Female,8,129,0,129
8261,59781,42406.93611,Germany,2217,GER3,Female,8.5,149,0.5,74.5
8262,59782,42406.94611,Germany,2189,GER3,Male,10,189,0,189
8263,59783,42407.05611,Canada,2167,CAN1,Male,10,159,0,159
8264,59784,42407.20611,United States,2232,US8,Male,8.5,199,0,199
8265,59785,42407.29611,Germany,2197,GER2,Female,8.5,189,0,189
8266,59786,42407.36611,United States,2217,US12,Female,8.5,159,0.5,79.5
8267,59787,42407.46611,Canada,2218,CAN5,Female,6,179,0,179
8268,59788,42407.58611,Germany,2159,GER1,Female,8,199,0,199
8269,59789,42407.58611,Germany,2150,GER2,Male,10,169,0,169
8270,59790,42407.68611,United States,2223,US7,Female,6,179,0,179
8271,59791,42407.80611,United States,2239,US14,Female,9,159,0,159
8272,59792,42407.80611,United Kingdom,2160,UK3,Male,9.5,179,0.2,143.2
8273,59793,42407.88611,Canada,2217,CAN7,Male,9.5,159,0.5,79.5
8274,59794,42407.88611,Germany,2160,GER2,Male,11.5,129,0.2,103.2
8275,59795,42407.90611,Canada,2196,CAN3,Female,9,199,0,199
8276,59796,42407.93611,United States,2174,US12,Male,8.5,129,0,129
8277,59797,42408.05611,Canada,2213,CAN6,Male,9,199,0.5,99.5
8278,59798,42408.20611,Canada,2226,CAN1,Female,10.5,129,0,129
8279,59799,42408.21611,United States,2222,US6,Male,11,129,0,129
8280,59800,42408.22611,Germany,2185,GER2,Female,9,159,0,159
8281,59801,42408.29611,Germany,2184,GER2,Female,8.5,159,0,159
8282,59802,42408.41611,Germany,2220,GER2,Male,11,129,0.3,90.3
8283,59803,42408.58611,Germany,2148,GER3,Male,10,139,0,139
8284,59803,42408.58611,Germany,2150,GER2,Male,10,169,0,169
8285,59804,42408.60611,United States,2219,US15,Female,8,139,0,139
8286,59805,42408.62611,United States,2166,US13,Female,7.5,199,0,199
8287,59806,42408.65611,United States,2235,US12,Male,9.5,149,0,149
8288,59807,42408.66611,United Kingdom,2226,UK2,Male,11.5,199,0,199
8289,59808,42408.80611,United Kingdom,2216,UK5,Male,15,159,0.2,127.2
8290,59808,42408.80611,United Kingdom,2160,UK3,Male,9.5,179,0.2,143.2
8291,59809,42408.82611,United States,2179,US15,Male,8.5,139,0,139
8292,59810,42409.11611,United States,2208,US14,Male,9.5,129,0,129
8293,59811,42409.12611,United States,2196,US7,Male,10,199,0,199
8294,59812,42409.19611,Canada,2167,CAN1,Male,10,159,0,159
8295,59813,42409.20611,Canada,2170,CAN7,Female,10.5,139,0.3,97.3
8296,59814,42409.21611,United States,2192,US6,Female,11,139,0.3,97.3
8297,59815,42409.29611,United States,2209,US13,Male,10,139,0.1,125.1
8298,59816,42409.40611,Germany,2209,GER1,Male,9.5,199,0,199
8299,59817,42409.41611,Germany,2179,GER2,Male,9.5,149,0.2,119.2
8300,59818,42409.48611,Germany,2240,GER1,Female,6.5,179,0,179
8301,59819,42409.62611,Germany,2182,GER2,Male,9.5,169,0,169
8302,59820,42409.62611,United States,2209,US15,Female,8,149,0.1,134.1
8303,59821,42409.65611,Canada,2152,CAN5,Female,9.5,179,0,179
8304,59822,42409.66611,United States,2239,US14,Female,9,159,0,159
8305,59822,42409.66611,United States,2173,US15,Female,7.5,159,0.5,79.5
8306,59823,42409.68611,United States,2232,US3,Female,6,179,0.1,161.1
8307,59824,42409.78611,United Kingdom,2173,UK5,Female,7.5,149,0,149
8308,59825,42409.80611,United Kingdom,2156,UK2,Male,11.5,159,0,159
8309,59825,42409.80611,United Kingdom,2216,UK5,Male,15,159,0.2,127.2
8310,59826,42409.91611,United States,2205,US12,Female,7,179,0,179
8311,59827,42409.95611,Germany,2171,GER2,Male,10.5,159,0,159
8312,59828,42410.02611,Canada,2154,CAN3,Male,8.5,129,0,129
8313,59829,42410.11611,United States,2227,US14,Male,9.5,139,0.5,69.5
8314,59830,42410.11611,Canada,2215,CAN1,Female,7.5,139,0,139
8315,59831,42410.11611,United States,2203,US12,Female,6.5,179,0,179
8316,59832,42410.14611,United States,2234,US15,Male,9.5,159,0.5,79.5
8317,59833,42410.21611,United States,2207,US5,Male,10,149,0.5,74.5
